smiles,value,scaffold_train_test_label
Cc1cccc(CNC(c2ccccc2)c2nc(Cc3ccccc3)c(N3CCOCC3)o2)c1,2.336459734,train
CCCCc1ccc(-c2nc(CNCc3cccnc3)co2)cc1,1.643452676,test
CCCCc1ccc(-c2nc(CN3CCN(C)CC3)co2)cc1,1.491361694,train
CCCCCC(C)NCc1coc(-c2ccc(C(C)C)cc2)n1,1.556302501,train
CC(C)(C)CNCc1coc(-c2ccc(OCC(C)(C)C)cc2)n1,0.477121255,train
COc1ccc(N/C(=N/O)c2ccccc2-c2ccccc2)cc1,2.220108088,test
O=C(NO)[C@@H]1[C@H](c2ccccc2)[C@H]1c1ccnc(C2CC2)c1,2.564666064,train
CC1(C)CN(Cc2ccc3c(c2)OCO3)C1,4.204119983,train
O/N=C(\NC1CCCCC1)c1ccccc1Cc1ccccc1,2.580924976,test
C[C@H]1CC[C@H](NC(=O)c2cc3c(F)cc(F)cc3[nH]2)CC1,2.173186268,train
COP(=O)(c1ccc2nc(-c3ccc(F)cc3)oc2c1)C(C)C,1.718501689,test
O=C(NO)[C@@H]1[C@H](c2ccccc2)[C@H]1c1ccc2oc(C3CC3)nc2c1,2.071882007,train
O=C(NO)[C@@H]1[C@H](c2ccccc2)[C@H]1c1ccc(-c2cnco2)cc1,1.949390007,train
O=C(NO)[C@@H]1[C@H](c2ccccc2)[C@H]1c1ccc(-c2cncnc2)cc1,2.093421685,train
O=C(NO)[C@]1(F)[C@H](c2ccccc2)[C@H]1c1ccc(-c2ncc(Cl)cn2)cc1,1.86332286,train
O=C(NO)[C@]1(F)[C@H](c2ccccc2)[C@H]1c1ccc(-c2nccc(C(F)(F)F)n2)cc1,2.411619706,train
CCOc1cc(C(O)(CCN(C)C)C(c2cc3cc(Br)ccc3nc2OC)c2ccnc(OC)c2OC)cc(OC(C)C)n1,0.84509804,train
CCOc1cc(C(O)(CCN(C)C)C(c2cc(OC)nc(OC)c2)c2cc3cc(Br)ccc3nc2OC)cc(OC(C)C)n1,0.361727836,train
COc1cc(-c2nnc3n2CCCC32OCc3ccccc3N(CC(F)(F)F)C2=O)ccc1-c1cnc(C)o1,1.792391689,train
COc1ccc(Cl)cc1OC1CN(S(=O)(=O)c2ccc3[nH]ncc3c2)C1,2.972665592,train
CC(=O)NCCNc1ccc2[nH]nc(Cc3ccc(-c4cnn(C)c4)cc3)c2c1,1.568201724,train
Cn1cc(Cn2c(=O)c3cc(S(=O)(=O)NC4(C)CC4)ccc3n(CC3COC3)c2=O)cn1,1.204119983,train
COCCOc1cnc2ccn([C@H](C)c3nnc4c(F)cc(-c5cnn(C)c5)cn34)c(=O)c2c1,0.903089987,test
OC12CC3CC(C1)CC(NCc1cnc(N4CCCCC4)nc1)(C3)C2,2.451325808,train
COc1ccc(CN([C@@H]2CC(F)(F)CCNC2=O)S(=O)(=O)c2ccc(Cl)cc2)cn1,1.857332496,train
O=C(NC1CC1)c1ccc(CN([C@@H]2CC(F)(F)CCNC2=O)S(=O)(=O)c2ccc(Cl)cc2)cc1,0.342422681,train
Cc1ccc2nc(N3CCS(=O)(=O)c4ccccc4C3)cc(NCCN)c2c1,0,train
NC(=O)c1cc(F)cc2[nH]c(-c3cc4c(s3)CNCC4)nc12,2.089905111,train
CCS(=O)(=O)c1ccc(CC(=O)Nc2cnc(O[C@@H](C)c3ccccc3)c(Cl)c2)cc1,1.662757832,train
C[C@H]1CCCC[C@H]1NC(=O)c1cc2c(Cl)cc(Cl)cc2[nH]1,1.949390007,train
Nc1ncc(-c2cccc(N3CCNCC3)c2)cc1C(=O)Nc1ccncc1,1.851258349,train
O=c1nc(N2CCC3(CC2)CC3)sc2c([N+](=O)[O-])cc(C(F)(F)F)cc12,1.920645001,train
CCCCc1ccc(-c2nc(CN[C@@H]3C[C@@H]4C[C@H]([C@H]3C)C4(C)C)co2)cc1,1.76180821,train
Cc1ccc(Oc2ncccc2/C(=N/O)NC2CCCCC2)cc1,2.388474208,train
CC(C)Oc1ccc(-c2nc(CNC[C@@H]3CC[C@H]4C[C@@H]3C4(C)C)co2)cc1,1.653212514,train
N[C@@H](CC(=O)NC1(c2nc3ccc(OCCN4CCOCC4)cc3s2)CCS(=O)(=O)CC1)Cc1cc(F)c(F)cc1F,1.537819095,train
CN(C)CCCCc1ccc(C(C)(C)C)cc1,5.62324929,train
CN(C)CCCC1(c2ccc(C(C)(C)C)cc2)COC1,5.176091259,train
CN(C)CC(C)(C)CCc1ccc(C(C)(C)C)cc1,5.934498451,train
O=C1CCCCN1Cc1ccc2c(c1)OCO2,4.591064607,train
CC1(C)CCCN(Cc2ccc3c(c2)OCO3)C1,4.949390007,train
c1cc2c(cc1CN1CCCCC1)OCO2,4.255272505,train
Cc1cc(-c2ccc3nnc(Cc4ccc(O)cc4)n3n2)sn1,2.238046103,train
COc1ccc(NC(=O)[C@@H]2CCN(c3ncccc3Br)[C@H](C)C2)cc1Cl,2.418301291,train
CC/C(=C\c1ccccc1)[C@@H]1C[C@H]1NC1CC2(C1)CN(C1COC1)C2,1.929418926,test
O=C(NO)c1cccc2c1CCN(c1nc3ccccc3[nH]1)CC2,2.206825876,train
Cc1nc(N2Cc3cccc(C(=O)NO)c3C2)[nH]c1C,1.944482672,train
COCC(=O)N[C@@H](C)c1ccc(NC(=O)[C@H]2C[C@@H]2c2cccnc2)cc1,1.635483747,train
CC(C)c1cc(C(=O)N2Cc3ccccc3C2)c(O)c(F)c1O,-2.397940009,train
c1cc2c(cc1CN1CCCC1)OCO2,4.255272505,train
CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CNS(=O)(=O)c3c(F)c(F)c(F)c(F)c3F)CCC[C@]21C,2.049605613,train
CN(C)C(C)(C)CCCc1ccc(C(C)(C)C)cc1,5.62324929,train
C[C@H]1CC[C@@H](NC(=O)c2cc3c(Cl)cc(Cl)cc3[nH]2)CC1,1.672097858,train
CC(=O)N1CCc2c(c(-c3cccc4cc(-c5cn(C)nc5C(F)F)ncc34)nn2C2CCOCC2)C1,1.579783597,test
NCCNc1cc(N2CCCc3ccccc3C2)nc2ccccc12,1.278753601,test
COc1ccc([N+](=O)[O-])cc1CSc1nc(N)c2c3c(sc2n1)CC(C(C)(C)C)CC3,0.897627091,train
Cn1nccc1CSc1nc(N)c2c3c(sc2n1)CC(C(C)(C)C)CC3,1.056904851,train
Cc1ccc(CSc2nc(N)c3c4c(sc3n2)CC(C(C)(C)C)CC4)o1,1.545307116,test
Cn1cc(-c2ccc(Cc3n[nH]c4ccc(C(=O)NC5CC5)cc34)cc2)cn1,1.812913357,train
Cn1cc(-c2ccc(Cc3n[nH]c4ccc(C(=O)N5CCOCC5)cc34)cc2)cn1,1.770852012,train
CC(C)(C)C1CCc2c(sc3nc(SCc4ccnn4C4CCCCO4)nc(N)c23)C1,1.06069784,train
Cc1ccc2nc(N3CCCc4ccc(F)cc4C3)cc(NCCN)c2c1,1.380211242,test
CNC(=O)Nc1ccc2c(c1)CC[C@@]21OC(=O)N(CC(=O)N(Cc2ccccc2)[C@@H](C)C2CC2)C1=O,3.251231716,train
CC1CCC(NC(=O)c2cc3ccc(Cl)cc3[nH]2)CC1,2.636588184,train
Cn1cc(-c2ccc(Cc3n[nH]c4ccc(NS(C)(=O)=O)cc34)cc2)cn1,1.505149978,train
CCCS(=O)(=O)Nc1ccc(F)c(Nc2ccc3ncn(C)c(=O)c3c2)c1Cl,1.361727836,train
O=C(NO)C(c1ccc(-c2cncnc2)cc1)c1ccccc1F,1.857332496,test
CN(C)CCCCc1ccc(C2(F)COC2)cc1,4.698970004,train
c1cc2c(cc1CN1CCCC13COC3)OCO2,4.86923172,train
CN(C)C1(CCCc2ccc(C(C)(C)C)cc2)COC1,5.763427994,train
CN1Cc2cc(Nc3ncc4c(=O)n(-c5c(F)cccc5Cl)c5nccn5c4n3)ccc2C(C)(C)C1,2.802773725,train
CN1CCN(c2ccc(Nc3ncc4c(=O)c(-c5c(Cl)cccc5Cl)cn(C)c4n3)cc2)CC1,2.431363764,train
CC(C)c1cc(C(=O)N2Cc3ccc(N4CCN(C)CC4)cc3C2)c(O)cc1O,1.612783857,train
C[C@](O)(Cn1ccc2cc(I)ccc21)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1,4.531734309,train
N[C@@H](c1ccccc1)[C@@H](O)CN(C1CCCCCC1)S(=O)(=O)c1ccc(Cl)c(Cl)c1,-0.716698771,train
C=CCn1c(=O)c2cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc2n1-c1ccc2c(n1)[C@@](N)(CC)CC2,2.181843588,train
Cn1cc(-c2ccc(Cc3n[nH]c4ccc(N5CCCC5=O)cc34)cc2)cn1,2.505149978,train
Cc1cnc(-c2ccc([C@H]3[C@H](C(=O)NO)[C@@H]3c3ccccc3)cc2F)[nH]1,2.677606953,train
C[C@@H]1CC[C@@]23CCC(=O)[C@H]2[C@]1(C)[C@H](OC(=O)COc1ccc2c(c1F)B(O)OC2)C[C@@](C)(CO)[C@@H](O)[C@@H]3C,1.72427587,train
Cc1cccc(C(=O)N[C@@H]2C(=O)Nc3c(c(C)nn3C3CCCC3)[C@@H]2c2ccc(F)cc2)c1,2.06595298,train
OC12CC3CC(C1)CC(NCc1ccc(N4CCCCCC4)cn1)(C3)C2,2.39497672,train
C[C@](O)(COc1ccc(C#N)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1,3.146128036,train
CN(c1ccc(S(C)(=O)=O)cc1)S(=O)(=O)c1cccc(NC(=O)c2ccc(Br)cc2)c1,2.133538908,train
CCS(=O)(=O)c1ccc2oc(-c3ccc4c(c3)C=C[C@H](O)[C@H]4O)nc2c1,1.544068044,train
CCc1ccc(Oc2ncccc2/C(=N\O)NC2CCCC[C@H]2N)cc1,0.301029996,train
C[C@H]1COC[C@H](C)N1c1c(NC(=O)Nc2ccnc(C(F)(F)F)c2)cnc2cc(Cl)nn12,1.913813852,train
Cc1cc(-c2cnc3cc(-c4ccc(C5COCCN5)cc4)ccn23)c2cc(F)cc(F)c2n1,1.98721923,train
O=C(Nc1ccc(Cl)cc1)C(CC1CC1)N1CCC2(CC1)COc1cc(C(F)(F)F)ccc12,1.146128036,train
CN(C)[C@H]1CCN(c2ccc3c(C(=O)NCC4CCC(F)(F)CC4)c(Cl)ccc3n2)C1,1.380211242,train
O/N=C(/NC1CCCCC1)c1cccnc1Oc1ccc(F)cc1,2.589949601,train
COc1ccccc1CNC(CCc1ccccc1)c1nc(Cc2ccccc2)c(N2CCCCC2)o1,2.680274934,train
CC(C)(C)c1ccc(Oc2ncccc2/C(=N/O)Nc2cccc(F)c2)cc1,1.554246808,train
COc1ccc(/C(CNC2CCCCC2)=N/O)cc1,2.36065794,train
CCCCOc1ccc(-c2nc(CNC[C@@H]3CC[C@H]4C[C@@H]3C4(C)C)co2)cc1,1.977723605,train
CCCCc1ccc(-c2nc(CNC3[C@H]4C[C@@H]5C[C@@H](C[C@H]3C5)C4)co2)cc1,1.62324929,train
CCCCc1ccc(-c2nc(CNC3CC(C)CC(C)(C)C3)co2)cc1,0.602059991,train
COCCOc1cnc2ccn([C@H](C)c3nnc4ccc(-c5cnn(C)c5)cn34)c(=O)c2c1,0.84509804,test
CC(=O)Nc1ccc2[nH]nc(Cc3ccc(-c4cnn(C)c4)cc3)c2c1,1.763427994,train
COc1cc(-c2nnc3n2CCCC3(CO)Cc2ccc(F)c(F)c2)ccc1-c1cnc(C)o1,2.158362492,train
CCn1c2ccccc2c2cc(C(=O)NCc3ccc(S(=O)(=O)CC)cc3)ccc21,-0.515700161,train
CCn1c2ccc(C)cc2c2cc(C(=O)NCc3ccc(S(=O)(=O)CC)cc3)ccc21,-0.434152181,train
Cc1c(C(F)(F)F)cc2nc(C3=N[C@H](C(=O)N4CCCC4)CO3)sc2c1[N+](=O)[O-],1.57863921,train
COc1ccc(Cl)cc1OC1CN(S(=O)(=O)c2ccc3cn[nH]c3c2)C1,3.344392274,test
COc1ccc(Cl)cc1OC1CN(S(=O)(=O)c2ccc3[nH]c(=O)oc3c2)C1,2.176091259,test
CCNC1=NC(C(F)(F)F)C(S(=O)(=O)c2ccc(C(C)(O)C(F)(F)F)cc2)S1,2.209158934,train
CC(O)(c1ccc(S(=O)(=O)C2SC(N3CCCCC3)=NC2C(F)(F)F)cc1)C(F)(F)F,2.04749745,train
Cc1ccc(CNC(CC(C)C)c2nc(Cc3ccccc3)c(N3CCOCC3)o2)cc1,2.190331698,train
COc1cnc2c(NCc3nnc4ccc(-c5cc(F)cc(F)c5)nn34)ccnc2c1,1.69019608,train
Fc1ccc([Se]C(Cn2ccnc2)c2ccc(F)cc2F)cc1,2.450864692,test
O=C(NO)C(c1ccc(-c2ccnnc2)cc1)c1ccccc1F,1.886490725,test
C=CC(=O)N[C@H]1CCN(c2ccc(C(N)=O)c(Nc3ccc(N4C[C@@H](C)O[C@@H](C)C4)cc3)n2)C1,1.255272505,train
[C-]#[N+]c1cc(C#N)c2cc(C(=O)NC3CCC(C)CC3)[nH]c2c1,1.079181246,train
CC1(C)COc2c(Cl)cc([C@H]3[C@H](C(=O)NO)[C@@H]3c3ccccc3)cc2O1,2.372912003,train
CC(C)(C)OC(=O)N1CCC(n2ncc3c(Nc4ccc(S(C)(=O)=O)cc4F)ncnc32)CC1,1.84509804,test
CC(C)C[C@H](C(N)=O)N(Cc1ccc2c(c1)OCO2)S(=O)(=O)c1ccc(Cl)cc1,2.450249108,train
COc1ncc(-c2nc3c(n2C(C)C)[C@H](c2ccc(Cl)cc2C)N(c2cc(Cl)ccc2C)C3=O)c(OC)n1,4.556302501,test
Cc1ccc(S(=O)(=O)N[C@@H](CC(=O)NC(C)(C)C)C(=O)NCCNC(=O)c2ccccc2F)cc1,2.150449409,train
NCC(=O)Nc1cncc(-c2nn3c(=O)cc(N4CCNCC4)nc3s2)c1,1.949390007,train
CCCCOc1ccc(-c2nc(CNC3CC(C)CC(C)(C)C3)co2)cc1,0.840620619,train
c1ccc(-c2ccc(-c3nc(CNC4CCCCCC4)co3)cc2)cc1,0.801029996,test
Cc1sc2ncnc(SCC(=O)N3CCn4c(C)nnc4C3)c2c1Cl,1.176091259,train
Cc1sc2ncnc(SCC(=O)N3CCn4c(nnc4C(F)(F)F)C3)c2c1Cl,1.968482949,train
CN1CCN(CCOc2ccc(-c3cnc4c(-c5ccnc6ccccc56)cnn4c3)cc2)CC1,2.017033339,test
O[C@@H]1CC[C@H]1[C@H]1c2ccccc2-c2cncn21,1.770852012,train
c1ccc2c(c1)-c1cncn1[C@H]2C1CCCCC1,1.86923172,train
O[C@@H]1CCCC[C@H]1[C@H]1c2ccccc2-c2cncn21,1.792391689,train
O[C@@H]1c2ccncc2CC[C@H]1[C@H]1c2ccccc2-c2cncn21,1.826074803,train
CS(=O)(=O)c1ccc2c(c1)[C@@H](O)[C@H]([C@H]1c3ccccc3-c3cncn31)CC2,1.806179974,train
CN(C)CCCC(C)(C)c1ccc(C(C)(C)C)cc1,5.698970004,train
CC1(C)CCN1Cc1ccc2c(c1)OCO2,4.146128036,train
CC1(C)CCCN1Cc1ccc2c(c1)OCO2,4.113943352,train
O=C(NO)C(c1ccc(-c2ncc(F)cn2)cc1)c1ccccc1F,2.371067862,train
CC(C)c1c(-c2ccccc2)[nH]c2c(C#N)cnn2c1=O,1.380211242,train
C[C@](O)(Cn1ccc2cc([N+](=O)[O-])ccc21)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1,4.555940438,train
Cc1cn(C[C@](C)(O)C(=O)Nc2ccc(C#N)c(C(F)(F)F)c2)c2ccc(F)cc12,4.502973059,train
C[C@](O)(Cn1cc(C(=O)O)c2ccccc21)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1,4.366982976,train
C[C@](O)(Cn1cc(F)c2ccccc21)C(=O)Nc1ccc(C#N)c(Cl)c1,4.872738827,train
C[C@](O)(CN1CCc2cc(Br)ccc21)C(=O)Nc1ccc(C#N)c(Cl)c1,4.59505509,test
COc1ccccc1-n1nc2c(c1C(C)C)[C@H](c1ccc(Cl)cc1C)N(c1cc(Cl)ccc1C)C2=O,5.694605199,train
CCn1c(=O)n(Cc2nnc(C)s2)c(=O)c2cc(S(=O)(=O)NC3(C)CC3)ccc21,1.477121255,test
COc1cc(C)ccc1Oc1ncccc1/C(=N/O)NC1CCCCC1,1.880813592,train
CC(C)Oc1ccc(-c2nc(CNC3CCCCCC3)co2)cc1,1.079181246,test
Cc1ccc(/C(=N/O)NC2CCCCC2)c(Oc2c(F)cccc2F)n1,2.40654018,train
Cc1ccc(Cc2ccccc2/C(=N/O)NC2CCCCC2)cc1,2.50242712,test
CCCCCC(C)NCc1coc(-c2ccc(Oc3ccccc3)cc2)n1,1.447158031,test
O=C(NC1CC1)c1ccc(CN([C@@H]2CCC(F)(F)CNC2=O)S(=O)(=O)c2ccc(Cl)cc2)cc1,0.73239376,train
CN(CCO)Cc1nc(-c2cn(CC3CCOCC3)c3c(Cl)cccc23)ns1,4.146128036,train
CS(=O)(=O)N(CCO)Cc1nc(-c2cn(CC3CCOCC3)c3c(Cl)cccc23)ns1,4.982271233,train
COCCOc1ccc2nc(C3(NC(=O)C[C@H](N)Cc4cc(F)c(F)cc4F)CCOCC3)sc2c1,1.344392274,train
COCCOc1cnc2ccn([C@H](C)c3nnc4ccc(-c5cc(C)no5)cn34)c(=O)c2c1,1.361727836,train
CC(C)c1c(-c2cnn(C(C)(C)C)c2)[nH]c2c(C#N)cnn2c1=O,1.414973348,train
CC1(NS(=O)(=O)c2ccc3c(c2)c(=O)n(CC#N)c(=O)n3CC2CC2)CC1,1.556302501,train
COc1ccc2cc(C(=O)N3CCCC(c4cc5ncccc5[nH]4)C3)[nH]c2c1,3.001443798,train
NC(=O)c1c(N)ncnc1N1CCC(c2nc(-c3ccc(F)c(C(F)(F)F)c3)cn2CCN2CCC2)CC1,1.041392685,train
C=CCn1c(=O)c2cnc(Nc3ccc4c(c3)CN(C)CC43CC3)nc2n1-c1cccc(C(C)(C)O)n1,3.025305865,train
CCS(=O)(=O)c1ccc2oc(-c3ccc4c(c3)[C@@H](O)[C@H](O)C=C4)nc2c1,1.113943352,test
COc1cc(-c2nnc3n2CCCC3(Cc2ccc(F)c(F)c2)C(C)(C)O)ccc1-c1cnc(C)o1,1.968482949,train
COc1ccc(Cl)cc1C(=O)N1CCCC(c2cc3ncccc3[nH]2)C1,4.012837225,train
C=C[C@]1(C)C[C@@H](OC(=O)CS[C@@H]2C[C@H]3CC[C@@H](C2)N3C)[C@]2(C)[C@H](C)CC[C@]3(CCC(=O)[C@H]32)[C@@H](C)[C@@H]1O,1.612783857,train
C=C[C@]1(C)C[C@@H](OC(=O)CSCCN(CC)CC)[C@]2(C)[C@H](C)CC[C@]3(CCC(=O)[C@H]32)[C@@H](C)[C@@H]1O,2.117271296,test
CC(=O)N[C@@H]1CCN(Cc2nc(-c3cn(CC4CCOCC4)c4c(Cl)cccc34)ns2)C1,4.255272505,train
Cc1nn(C)c(C)c1NS(=O)(=O)c1c(Cl)cc(-c2ccnc(N3CCNCC3)c2)cc1Cl,-0.22184875,train
Cc1ncccc1COc1c(Cl)cc(CCCCC2CCN(C)CC2)cc1Cl,0.851258349,test
CC1CCC(NC(=O)c2cc3ccc(Cl)c(Cl)c3[nH]2)CC1,2.488550717,train
c1cc(-c2nc(CNC3CCCCCC3)co2)ccc1OC1CCCCC1,1.041392685,test
CCCCc1ccc(-c2nc(CNCCN3CCCC3)co2)cc1,1.51851394,train
CCCCCC(C)NCc1coc(-c2ccc(Oc3ccc(Cl)cc3)cc2)n1,0.477121255,test
CCCCCC(C)NCc1coc(-c2ccc(CCCC)cc2)n1,1.060286966,train
N#Cc1cc(F)cc(C(=O)N2CCN([C@@H](C(=O)NCC(F)(F)C3CC3)c3ccccc3)CC2)c1,2.127104798,train
O=S(=O)(Nc1cccc(F)n1)c1cc(F)c(O[C@H]2CCN(CC(F)(F)F)C[C@@H]2c2ccc(F)cc2F)cc1F,1.69019608,train
CCOc1ccc(-c2nc(CNC[C@@H]3CC[C@H]4C[C@@H]3C4(C)C)co2)cc1,1.739283248,train
COc1cc(-c2nnc3n2CCCC32Cc3ccccc3N(CC(F)(F)F)C2=O)ccc1-c1cnc(C)o1,1.462397998,train
CCCc1cc(C(O)(C(F)(F)F)C(F)(F)F)cc(CCC)c1OCCCCN1C(=O)NC(C)(c2ccc(OC(C)C)cc2)C1=O,1.681241237,train
CC1(C)CCN(Cc2ccc3c(c2)OCO3)C1,4.591064607,train
COc1ccc(/C(=N/O)Nc2ccc(F)cc2)cc1,2.071882007,train
COc1ccccc1/C(=N/O)NC1CCCCC1,1.780550692,test
CCCCc1ccc(-c2nc(CNCCCN(C)C)co2)cc1,0.954242509,train
O=C(NC1CCC(F)(F)CC1)c1cc2c(Cl)cc(Cl)cc2[nH]1,1.361727836,train
O=C(NO)[C@@H]1[C@H](c2ccccc2)[C@H]1c1ccc(-c2ncc(F)cn2)cc1,2.837588438,train
Cn1cc(-c2ccc(Cc3n[nH]c4ccc(-c5cc(N)ccn5)cc34)cc2)cn1,1.792391689,test
COc1cc(-c2nnc3n2CCCC3(Cc2ccc(F)c(F)c2)C(N)=O)ccc1-c1cnc(C)o1,1.342422681,train
Cn1cc(-c2ccc(Cc3n[nH]c4ccc(C(=O)N5CC(O)C5)cc34)cc2)cn1,1.176091259,train
CNC(=O)Nc1ccc2c(c1)CC[C@@]21OC(=O)N(CC(=O)N(Cc2ccccc2)[C@@H](C)C(F)(F)F)C1=O,2.546135321,train
CCCCc1ccc(-c2nc(CNC3CCCCCC3)co2)cc1,1.217284452,test
Cn1cc(-c2ccc(Cc3n[nH]c4ccc(C(=O)N5CCCCC5)cc34)cc2)cn1,2.857332496,train
Cn1ncc2cc(Cc3n[nH]c4ccc(C(=O)N5CC(O)C5)cc34)ccc21,1.322219295,test
O=C(Nc1cccc(-c2cc3ncccc3[nH]2)c1)c1ccccc1,2.717670503,train
C[C@@H]1COCCN1c1nc(N2CCOC[C@@H]2C)nc2sc(-c3cc[nH]n3)nc12,1.342422681,train
C[C@@H]1CCC[C@@](O)(CNC(=O)c2c(Cl)ccc3nc(N4CCC(N(C)C)C4)ccc23)C1,1.716003344,train
Cn1cnc(-c2ccc3[nH]nc(Cc4ccc(-c5cnn(C)c5)cc4)c3c2)c1,1.995635195,train
COc1cc2c(cc1-n1cnc3ccc(-c4ccnc5[nH]ccc45)cc31)CNC2,1.33243846,train
CCCCCC(C)NCc1coc(-c2ccc(OCCC)cc2)n1,1.491361694,train
CC(C)Cc1cc(O)c(-c2ccccc2)c(=O)[nH]1,1.342422681,test
Cc1cc(Cn2c(=O)c3cc(S(=O)(=O)NC4(C)CC4)ccc3n(CC3COC3)c2=O)on1,1.342422681,train
COc1ccc(Cl)cc1O[C@@H]1CN(S(=O)(=O)c2ccc3c(c2)OCO3)[C@H]1C,2.937517892,train
COc1ccc(Cl)cc1OC1CN(S(=O)(=O)c2ccc3c(c2)ncn3C)C1,2.419955748,train
CS(=O)(=O)CCn1c(CN2C(=O)C3(CC3)c3ccncc32)cc2cc(Cl)cnc21,1.301029996,train
CCNC(=O)c1cc2c(-c3cc(S(=O)(=O)CC)ccc3-n3ccc4cccc(C)c43)cn(C)c(=O)c2[nH]1,3.263240645,train
CCNC(=O)c1cc2c(-c3cc(S(=O)(=O)CC)ccc3Oc3c(C)cc(F)cc3C)cn(C)c(=O)c2[nH]1,2.962213018,train
CCNC(=O)c1cc2c(-c3cc(NC(C)=O)ccc3Oc3c(C)cccc3C)cn(C)c(=O)c2[nH]1,3.301029996,train
CCNC(=O)c1cc2c(-c3cc(C4(O)CCOCC4)ccc3Oc3c(C)cc(F)cc3C)cn(C)c(=O)c2[nH]1,3.221849618,train
O/N=C(\NC1CCCCC1)c1cccnc1Oc1c(F)cccc1F,2.545307116,train
CCCCc1ccc(-c2nc(CNCC)co2)cc1,1.880813592,train
C[C@](O)(CN1CCc2cc(F)c(-c3ccccc3)cc21)C(=O)Nc1ccc(C#N)c(Cl)c1,4.511080846,test
CCC(C)C(NCc1ccccc1OC)c1nc(-c2ccccc2)c(N2CCCCC2)o1,2.356025857,test
O/N=C(/NC1CCCCC1)c1cccnc1Oc1ccc(Cl)cc1,2.564666064,train
COCCc1sc(S(=O)(=O)NC(=O)Nc2cc(C(F)(F)F)c(F)c(N)n2)cc1C,1.08278537,test
Cc1ccc(C(=O)Nc2cn3ncnc3c(CN3CCN(C(=O)C4CCCC4)[C@@H](C)C3)c2C)cn1,1.041392685,train
O[C@@H]1c2nncn2CC[C@H]1[C@H]1c2ccccc2-c2cncn21,1.146128036,train
CN1C(=O)[C@@H]2CN(S(=O)(=O)c3ccc4c(c3)OCO4)C[C@@H]2c2ccccc21,3.152288344,train
CC(C)Oc1cc(-c2cccnc2)ccc1C(N)=O,0.973127854,train
CCCc1c(OCCCCN2C(=O)NC(C)(c3ccc(OC)cc3)C2=O)ccc2c(C(F)(F)F)cc(=O)oc12,2.598790507,train
